"Duration","Start.date","End.date","Start.Station","End.Station","Bike.","Subscription.Type","newDate","count","monthYear"
"0h 5m 49s","12/14/2012 20:05","12/14/2012 20:11","Eastern Market Metro / Pennsylvania Ave & 7th St SE","Lincoln Park / 13th & East Capitol St NE ","W01288","Subscriber",2012-12-14 20:00:00,1,"2012-12"
"0h 7m 22s","12/14/2012 20:05","12/14/2012 20:12","3rd & D St SE","Columbus Circle / Union Station","W01139","Subscriber",2012-12-14 20:00:00,1,"2012-12"
"0h 4m 50s","12/14/2012 20:05","12/14/2012 20:10","17th & Rhode Island Ave NW","21st St & Pennsylvania Ave NW","W00551","Subscriber",2012-12-14 20:00:00,1,"2012-12"
"0h 8m 16s","12/14/2012 20:05","12/14/2012 20:13","21st & M St NW","20th St & Florida Ave NW","W20014","Subscriber",2012-12-14 20:00:00,1,"2012-12"
"0h 2m 25s","12/14/2012 20:05","12/14/2012 20:07","Eastern Market / 7th & North Carolina Ave SE","4th & East Capitol St NE","W00948","Subscriber",2012-12-14 20:00:00,1,"2012-12"
"0h 17m 7s","12/14/2012 20:05","12/14/2012 20:22","Massachusetts Ave & Dupont Circle NW","Massachusetts Ave & Dupont Circle NW","W00444","Subscriber",2012-12-14 20:00:00,1,"2012-12"
"0h 17m 0s","12/14/2012 20:04","12/14/2012 20:21","13th St & New York Ave NW","Columbia Rd & Belmont St NW","W01302","Subscriber",2012-12-14 20:00:00,1,"2012-12"
"0h 9m 42s","12/14/2012 20:04","12/14/2012 20:14","US Dept of State / Virginia Ave & 21st St NW","14th & Rhode Island Ave NW","W20026","Subscriber",2012-12-14 20:00:00,1,"2012-12"
"0h 4m 24s","12/14/2012 20:04","12/14/2012 20:09","Idaho Ave & Newark St NW [on 2nd District patio]","Connecticut Ave & Newark St NW / Cleveland Park","W00138","Subscriber",2012-12-14 20:00:00,1,"2012-12"
"0h 11m 17s","12/14/2012 20:04","12/14/2012 20:15","11th & H St NE","4th St & Massachusetts Ave NW","W01329","Subscriber",2012-12-14 20:00:00,1,"2012-12"
"0h 7m 58s","12/14/2012 20:04","12/14/2012 20:12","19th & L St NW","14th & R St NW","W01153","Subscriber",2012-12-14 20:00:00,1,"2012-12"
"0h 5m 22s","12/14/2012 20:04","12/14/2012 20:09","14th & R St NW","7th & R St NW / Shaw Library","W20028","Subscriber",2012-12-14 20:00:00,1,"2012-12"
"0h 13m 53s","12/14/2012 20:04","12/14/2012 20:18","New York Ave & 15th St NW","14th & D St NW / Ronald Reagan Building","W01273","Subscriber",2012-12-14 20:00:00,1,"2012-12"
"0h 22m 46s","12/14/2012 20:03","12/14/2012 20:26","19th & L St NW","8th & Eye St SE / Barracks Row","W00723","Subscriber",2012-12-14 20:00:00,1,"2012-12"
"0h 7m 41s","12/14/2012 20:03","12/14/2012 20:11","14th & Rhode Island Ave NW","Florida Ave & R St NW","W01146","Subscriber",2012-12-14 20:00:00,1,"2012-12"
"0h 7m 40s","12/14/2012 20:03","12/14/2012 20:11","9th & Upshur St NW","11th & Kenyon St NW","W01175","Subscriber",2012-12-14 20:00:00,1,"2012-12"
"0h 2m 46s","12/14/2012 20:03","12/14/2012 20:05","16th & Harvard St NW","Adams Mill & Columbia Rd NW","W00956","Subscriber",2012-12-14 20:00:00,1,"2012-12"
"0h 10m 0s","12/14/2012 20:03","12/14/2012 20:13","Thomas Circle","14th & V St NW","W20924","Subscriber",2012-12-14 20:00:00,1,"2012-12"
"0h 2m 55s","12/14/2012 20:03","12/14/2012 20:05","16th & Harvard St NW","Adams Mill & Columbia Rd NW","W01246","Subscriber",2012-12-14 20:00:00,1,"2012-12"
"0h 6m 45s","12/14/2012 20:02","12/14/2012 20:09","21st & I St NW","Metro Center / 12th & G St NW","W00818","Subscriber",2012-12-14 20:00:00,1,"2012-12"
"0h 8m 36s","12/14/2012 20:01","12/14/2012 20:10","3rd & G St SE","Columbus Circle / Union Station","W00376","Subscriber",2012-12-14 20:00:00,1,"2012-12"
"0h 4m 23s","12/14/2012 20:01","12/14/2012 20:05","20th & O St NW / Dupont South","25th St & Pennsylvania Ave NW","W01413","Subscriber",2012-12-14 20:00:00,1,"2012-12"
"0h 3m 10s","12/14/2012 20:01","12/14/2012 20:04","17th & Rhode Island Ave NW","14th & Rhode Island Ave NW","W00836","Subscriber",2012-12-14 20:00:00,1,"2012-12"
"0h 3m 53s","12/14/2012 20:01","12/14/2012 20:04","7th & R St NW / Shaw Library","14th & R St NW","W00161","Subscriber",2012-12-14 20:00:00,1,"2012-12"
"0h 4m 2s","12/14/2012 20:00","12/14/2012 20:04","7th & Water St SW / SW Waterfront","4th & M St SW","W20956","Subscriber",2012-12-14 20:00:00,1,"2012-12"
"0h 19m 25s","12/14/2012 19:59","12/14/2012 20:19","14th & V St NW","10th & Monroe St NE","W00771","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 10m 34s","12/14/2012 19:59","12/14/2012 20:10","Adams Mill & Columbia Rd NW","Lamont & Mt Pleasant NW","W01231","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 7m 51s","12/14/2012 19:59","12/14/2012 20:07","13th & D St NE","Bladensburg Rd & Benning Rd NE","W01225","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 10m 37s","12/14/2012 19:59","12/14/2012 20:10","22nd & I St NW / Foggy Bottom","8th & F St NW / National Portrait Gallery","W01199","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 8m 42s","12/14/2012 19:59","12/14/2012 20:08","14th & Rhode Island Ave NW","1st & Rhode Island Ave NW","W01215","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 6m 29s","12/14/2012 19:59","12/14/2012 20:05","15th & P St NW","19th & L St NW","W00381","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 8m 29s","12/14/2012 19:59","12/14/2012 20:07","13th & D St NE","Bladensburg Rd & Benning Rd NE","W01347","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 6m 20s","12/14/2012 19:58","12/14/2012 20:05","16th & Harvard St NW","7th & T St NW","W01464","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 1m 35s","12/14/2012 19:57","12/14/2012 19:59","4th & D St NW / Judiciary Square","5th & F St NW","W00622","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 9m 34s","12/14/2012 19:57","12/14/2012 20:06","7th & R St NW / Shaw Library","4th St & Massachusetts Ave NW","W20947","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 20m 25s","12/14/2012 19:57","12/14/2012 20:17","Massachusetts Ave & Dupont Circle NW","Georgia & New Hampshire Ave NW","W00460","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 11m 6s","12/14/2012 19:56","12/14/2012 20:07","3rd & D St SE","4th & M St SW","W00684","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 13m 59s","12/14/2012 19:56","12/14/2012 20:10","15th & K St NW","7th & R St NW / Shaw Library","W00094","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 20m 16s","12/14/2012 19:56","12/14/2012 20:16","California St & Florida Ave NW","14th & R St NW","W01217","Casual",2012-12-14 19:00:00,1,"2012-12"
"0h 20m 38s","12/14/2012 19:56","12/14/2012 20:16","California St & Florida Ave NW","14th & R St NW","W01338","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 27m 32s","12/14/2012 19:55","12/14/2012 20:23","US Dept of State / Virginia Ave & 21st St NW","Ward Circle / American University","W01152","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 12m 9s","12/14/2012 19:55","12/14/2012 20:07","14th & D St NW / Ronald Reagan Building","17th & Corcoran St NW","W01227","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 8m 32s","12/14/2012 19:55","12/14/2012 20:03","D St & Maryland Ave NE","6th & H St NE","W20073","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 9m 44s","12/14/2012 19:55","12/14/2012 20:05","Massachusetts Ave & Dupont Circle NW","8th & H St NW","W00882","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 9m 30s","12/14/2012 19:55","12/14/2012 20:04","Key Blvd & N Quinn St","Wilson Blvd & N Edgewood St","W20160","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 2m 34s","12/14/2012 19:55","12/14/2012 19:57","20th & E St NW","21st St & Pennsylvania Ave NW","W00416","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 10m 49s","12/14/2012 19:54","12/14/2012 20:05","M St & New Jersey Ave SE","15th St & Massachusetts Ave SE","W20125","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 3m 57s","12/14/2012 19:54","12/14/2012 19:58","Columbia Rd & Belmont St NW","16th & Harvard St NW","W00956","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 17m 42s","12/14/2012 19:54","12/14/2012 20:12","Park Rd & Holmead Pl NW","19th & L St NW","W20919","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 8m 28s","12/14/2012 19:54","12/14/2012 20:02","14th & Harvard St NW","20th & O St NW / Dupont South","W20968","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 8m 49s","12/14/2012 19:54","12/14/2012 20:02","5th St & K St NW","14th & Rhode Island Ave NW","W00211","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 13m 17s","12/14/2012 19:53","12/14/2012 20:07","Potomac & Pennsylvania Ave SE","Bladensburg Rd & Benning Rd NE","W00196","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 9m 20s","12/14/2012 19:53","12/14/2012 20:03","5th St & K St NW","14th & Rhode Island Ave NW","W00847","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 4m 8s","12/14/2012 19:53","12/14/2012 19:57","18th & M St NW","17th & Corcoran St NW","W00979","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 5m 40s","12/14/2012 19:53","12/14/2012 19:59","14th St & Spring Rd NW","Lamont & Mt Pleasant NW","W00531","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 14m 30s","12/14/2012 19:52","12/14/2012 20:07","25th St & Pennsylvania Ave NW","Court House Metro / Wilson Blvd & N Uhle St","W00795","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 6m 6s","12/14/2012 19:52","12/14/2012 19:58","14th & R St NW","Massachusetts Ave & Dupont Circle NW","W00444","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 7m 51s","12/14/2012 19:52","12/14/2012 19:59","14th & Rhode Island Ave NW","8th & H St NW","W01232","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 17m 59s","12/14/2012 19:52","12/14/2012 20:10","14th & G St NW","7th & R St NW / Shaw Library","W00874","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 7m 11s","12/14/2012 19:51","12/14/2012 19:59","Lamont & Mt Pleasant NW","Calvert St & Woodley Pl NW","W00858","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 3m 37s","12/14/2012 19:51","12/14/2012 19:55","Florida Ave & R St NW","7th & R St NW / Shaw Library","W00144","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 4m 56s","12/14/2012 19:51","12/14/2012 19:56","3rd & H St NE","1st & M St NE","W20040","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 4m 23s","12/14/2012 19:51","12/14/2012 19:56","Florida Ave & R St NW","7th & T St NW","W01251","Casual",2012-12-14 19:00:00,1,"2012-12"
"0h 3m 0s","12/14/2012 19:51","12/14/2012 19:54","14th & D St SE","15th St & Massachusetts Ave SE","W00791","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 21m 4s","12/14/2012 19:51","12/14/2012 20:12","New York Ave & 15th St NW","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W01253","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 28m 12s","12/14/2012 19:51","12/14/2012 20:19","Columbus Circle / Union Station","New Hampshire Ave & T St NW [formerly 16th & U St NW]","W00256","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 18m 41s","12/14/2012 19:51","12/14/2012 20:09","4th St & Massachusetts Ave NW","11th & H St NE","W00054","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 10m 57s","12/14/2012 19:50","12/14/2012 20:01","1st & M St NE","4th & East Capitol St NE","W01233","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 29m 22s","12/14/2012 19:50","12/14/2012 20:20","Metro Center / 12th & G St NW","Lincoln Park / 13th & East Capitol St NE ","W20066","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 13m 17s","12/14/2012 19:50","12/14/2012 20:03","9th & Upshur St NW","California St & Florida Ave NW","W01373","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 6m 15s","12/14/2012 19:49","12/14/2012 19:56","D St & Maryland Ave NE","13th & H St NE","W00546","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 12m 19s","12/14/2012 19:49","12/14/2012 20:02","17th & K St NW [formerly 17th & L St NW]","17th & Rhode Island Ave NW","W20084","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 5m 10s","12/14/2012 19:49","12/14/2012 19:54","Thomas Circle","5th St & K St NW","W00930","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 8m 17s","12/14/2012 19:48","12/14/2012 19:57","16th & Harvard St NW","10th & U St NW","W00218","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 7m 4s","12/14/2012 19:48","12/14/2012 19:55","Virginia Square Metro / N Monroe St & 9th St N","Wilson Blvd & N Edgewood St","W00040","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 9m 21s","12/14/2012 19:48","12/14/2012 19:57","18th St & Pennsylvania Ave NW","10th & E St NW","W20953","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 24m 19s","12/14/2012 19:48","12/14/2012 20:12","18th & M St NW","1st & K St SE","W00133","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 15m 12s","12/14/2012 19:48","12/14/2012 20:03","14th & V St NW","New York Ave & 15th St NW","W01273","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 7m 18s","12/14/2012 19:48","12/14/2012 19:55","Columbus Circle / Union Station","5th & F St NW","W01116","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 9m 34s","12/14/2012 19:48","12/14/2012 19:57","Massachusetts Ave & Dupont Circle NW","7th & R St NW / Shaw Library","W01081","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 17m 30s","12/14/2012 19:47","12/14/2012 20:05","Park Rd & Holmead Pl NW","12th & L St NW","W00721","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 4m 27s","12/14/2012 19:47","12/14/2012 19:51","14th & Harvard St NW","16th & Harvard St NW","W20022","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 3m 56s","12/14/2012 19:47","12/14/2012 19:51","4th & M St SW","7th & Water St SW / SW Waterfront","W20956","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 5m 24s","12/14/2012 19:46","12/14/2012 19:52","Massachusetts Ave & Dupont Circle NW","17th & Corcoran St NW","W20887","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 5m 40s","12/14/2012 19:46","12/14/2012 19:52","20th & O St NW / Dupont South","California St & Florida Ave NW","W00694","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 3m 33s","12/14/2012 19:46","12/14/2012 19:50","New Hampshire Ave & T St NW [formerly 16th & U St NW]","15th & P St NW","W01412","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 3m 37s","12/14/2012 19:46","12/14/2012 19:49","Lincoln Park / 13th & East Capitol St NE ","Eastern Market / 7th & North Carolina Ave SE","W00948","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 11m 48s","12/14/2012 19:46","12/14/2012 19:58","Massachusetts Ave & Dupont Circle NW","15th & K St NW","W01174","Casual",2012-12-14 19:00:00,1,"2012-12"
"0h 13m 59s","12/14/2012 19:46","12/14/2012 19:59","Potomac & Pennsylvania Ave SE","13th & H St NE","W00231","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 8m 3s","12/14/2012 19:45","12/14/2012 19:53","4th & East Capitol St NE","Potomac & Pennsylvania Ave SE","W20023","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 17m 54s","12/14/2012 19:45","12/14/2012 20:03","Potomac & Pennsylvania Ave SE","6th & H St NE","W00277","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 7m 22s","12/14/2012 19:45","12/14/2012 19:52","Adams Mill & Columbia Rd NW","10th & U St NW","W00786","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 9m 29s","12/14/2012 19:45","12/14/2012 19:54","North Capitol St & F St NW","Eastern Market / 7th & North Carolina Ave SE","W00333","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 13m 50s","12/14/2012 19:44","12/14/2012 19:58","7th & R St NW / Shaw Library","Massachusetts Ave & Dupont Circle NW","W00212","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 2m 1s","12/14/2012 19:44","12/14/2012 19:46","Columbia Rd & Belmont St NW","California St & Florida Ave NW","W00497","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 12m 0s","12/14/2012 19:44","12/14/2012 19:56","19th & K St NW","14th & V St NW","W00105","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 14m 31s","12/14/2012 19:44","12/14/2012 19:58","7th & R St NW / Shaw Library","Massachusetts Ave & Dupont Circle NW","W00383","Casual",2012-12-14 19:00:00,1,"2012-12"
"0h 15m 34s","12/14/2012 19:44","12/14/2012 19:59","15th & K St NW","Lincoln Park / 13th & East Capitol St NE ","W00641","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 16m 10s","12/14/2012 19:43","12/14/2012 20:00","17th & Rhode Island Ave NW","1st & Rhode Island Ave NW","W01063","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 11m 33s","12/14/2012 19:43","12/14/2012 19:55","US Dept of State / Virginia Ave & 21st St NW","4th St & Massachusetts Ave NW","W00713","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 19m 59s","12/14/2012 19:43","12/14/2012 20:03","17th & Rhode Island Ave NW","10th & U St NW","W00472","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 12m 55s","12/14/2012 19:43","12/14/2012 19:56","7th & R St NW / Shaw Library","5th St & K St NW","W00465","Casual",2012-12-14 19:00:00,1,"2012-12"
"0h 11m 44s","12/14/2012 19:43","12/14/2012 19:55","Georgia Ave and Fairmont St NW","20th & O St NW / Dupont South","W20975","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 11m 38s","12/14/2012 19:43","12/14/2012 19:55","14th & Harvard St NW","3000 Connecticut Ave NW / National Zoo","W00359","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 14m 25s","12/14/2012 19:43","12/14/2012 19:57","1st & Washington Hospital Center NW","17th & Corcoran St NW","W01433","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 11m 24s","12/14/2012 19:43","12/14/2012 19:54","14th & V St NW","Georgia & New Hampshire Ave NW","W00096","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 7m 27s","12/14/2012 19:43","12/14/2012 19:50","17th & Rhode Island Ave NW","12th & L St NW","W20978","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 7m 26s","12/14/2012 19:42","12/14/2012 19:50","4th St & Massachusetts Ave NW","6th & H St NE","W20017","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 3m 3s","12/14/2012 19:42","12/14/2012 19:45","Massachusetts Ave & Dupont Circle NW","New Hampshire Ave & T St NW [formerly 16th & U St NW]","W20109","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 8m 46s","12/14/2012 19:42","12/14/2012 19:51","Thomas Circle","14th & V St NW","W00797","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 2m 3s","12/14/2012 19:41","12/14/2012 19:43","15th & K St NW","Thomas Circle","W01189","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 6m 49s","12/14/2012 19:41","12/14/2012 19:48","13th St & New York Ave NW","17th & Rhode Island Ave NW","W00836","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 13m 37s","12/14/2012 19:41","12/14/2012 19:54","11th & Kenyon St NW","8th & H St NW","W01497","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 17m 48s","12/14/2012 19:41","12/14/2012 19:59","Massachusetts Ave & Dupont Circle NW","21st & I St NW","W01424","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 3m 53s","12/14/2012 19:40","12/14/2012 19:44","Georgia Ave and Fairmont St NW","7th & R St NW / Shaw Library","W20947","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 2m 54s","12/14/2012 19:40","12/14/2012 19:43","N Adams St & Lee Hwy","N Veitch & Key Blvd","W00988","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 13m 43s","12/14/2012 19:40","12/14/2012 19:54","10th & U St NW","10th & E St NW","W00050","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 5m 2s","12/14/2012 19:40","12/14/2012 19:45","Eastern Market / 7th & North Carolina Ave SE","6th & H St NE","W00961","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 8m 34s","12/14/2012 19:41","12/14/2012 19:49","Massachusetts Ave & Dupont Circle NW","Thomas Circle","W00042","Casual",2012-12-14 19:00:00,1,"2012-12"
"0h 6m 57s","12/14/2012 19:39","12/14/2012 19:46","Lincoln Park / 13th & East Capitol St NE ","3rd & D St SE","W00684","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 24m 26s","12/14/2012 19:39","12/14/2012 20:04","1st & M St NE","Calvert St & Woodley Pl NW","W01046","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 9m 12s","12/14/2012 19:40","12/14/2012 19:49","Massachusetts Ave & Dupont Circle NW","Thomas Circle","w00223","Casual",2012-12-14 19:00:00,1,"2012-12"
"0h 9m 57s","12/14/2012 19:39","12/14/2012 19:49","13th & D St NE","3rd & H St NE","W00481","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 5m 30s","12/14/2012 19:39","12/14/2012 19:45","13th & H St NE","Lincoln Park / 13th & East Capitol St NE ","W00948","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 17m 36s","12/14/2012 19:39","12/14/2012 19:56","Massachusetts Ave & Dupont Circle NW","11th & Kenyon St NW","W01337","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 11m 51s","12/14/2012 19:39","12/14/2012 19:51","Massachusetts Ave & Dupont Circle NW","New York Ave & 15th St NW","W01253","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 8m 22s","12/14/2012 19:39","12/14/2012 19:47","Massachusetts Ave & Dupont Circle NW","Adams Mill & Columbia Rd NW","W01290","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 10m 9s","12/14/2012 19:39","12/14/2012 19:49","Florida Ave & R St NW","17th & Corcoran St NW","W00091","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 7m 1s","12/14/2012 19:38","12/14/2012 19:46","California St & Florida Ave NW","15th & P St NW","W20146","Subscriber",2012-12-14 19:00:00,1,"2012-12"
"0h 6m 6s","12/14/2012 19:38","12/14/2012 19:45","Crystal City Metro / 18th & Bell St","S Glebe & Potomac Ave","W00884","Subscriber",2012-12-14 19:00:00,1,"2012-12"
